Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-3EB2B90E,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon,1,NHMUK,1969.41.936,F,0,,Brunei,,19.3,13.3,4.2,5.2,18.1,81,15,66,18.5,61,HM,1,NA
AVIBASE-3EB2B90E,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon,2,Field1,NA,U,0,,Malaysia,,15.7,11.1,4.5,5,20,74,9.9,64.1,13.4,NA,JAT,1,NA
AVIBASE-3EB2B90E,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon,2,Field1,NA,U,0,,Malaysia,,18,12.6,4,5,21.5,81,12.3,68.7,15.2,NA,JAT,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,1940.12.356,F,0,,Sri Lanka,,21.8,13.5,4.4,4.8,17.8,83,14.5,68.5,17.5,62,PW,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,1940.12.360,F,0,,Sri Lanka,,22.6,13.4,5,5.2,19.5,84,12.5,71.5,14.9,68,PW,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,1949.1.14187,F,0,,India,,21.8,12.7,3.8,4.6,18.4,83.5,11.4,72.1,13.7,75,CS,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.699,F,0,,India,,22.5,13.2,4.6,5.2,19.2,90,16.1,73.9,17.9,104,PW,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.711,F,0,,India,,21.3,12.3,3.9,4.8,20,81,9.5,71.5,11.7,76,CS,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.717,M,0,,India,,22.6,13.3,3.8,4.8,20.7,89,12.9,76.1,14.5,70,CS,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.718,M,0,,India,,22.1,13.1,4.4,4.9,17.4,84,11.3,72.7,13.5,68,CS,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.720,F,0,,India,,21.4,13.3,4.6,5.1,18.2,84,13.1,71,15.6,69,PW,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.732,F,0,,Sri Lanka,,22.6,13,4.6,5.1,19.1,85,13.5,71.5,15.9,70,PW,1,NA
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni,1,NHMUK,86.9.1.738,F,0,,Sri Lanka,,22.4,13.6,4.7,5.5,18.5,79,14.9,64.1,18.9,65,PW,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,1,NHMUK,1896.10.6.251,M,0,,Peru,,26.3,12.5,6.3,9.9,28.7,120,22.1,97.9,18.4,86,HM,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,1,NHMUK,1896.10.6.252,F,0,,Peru,,25.5,12.4,6.6,9.7,28.2,109,17.1,91.9,15.7,79,HM,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,1,NHMUK,1896.10.6.253,M,0,,Peru,,26.8,11.1,6.2,9.6,28.9,108,20.9,87.1,19.4,82,HM,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,1,NHMUK,1896.10.6.254,F,0,,Peru,,25.1,11.6,6.2,9.5,29,112,17.7,94.3,15.8,80,HM,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,NA,10.5,6,8.6,29.2,110,16,94,14.5,90,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,15.1,12,6.3,8.9,29.7,107,15.2,91.8,14.2,87,BD,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,20.1,10,6.8,8.8,28.4,109,17.5,91.5,16.1,86,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18.4,10.5,6.3,8.5,27.9,98,17,81,17.3,93,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18.7,10.6,5.9,8.9,28.9,101,18,83,17.8,92,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,21.1,10.7,7.2,9.1,29.9,103,19.5,83.5,18.9,86,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18.7,11.1,7.8,8.6,29.5,109,22,87,20.2,88,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18.5,10.8,7.3,9,29.8,108,22.5,85.5,20.8,89,ML,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18.5,11.8,8,9.1,29.2,102,20,82,19.6,78,ML,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,16.2,10.7,6.3,8.7,29.3,108,19,89,17.6,NA,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18.7,10.5,6.2,8.5,27.7,107,16,91,15,80,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,22.5,11.4,6.4,8.8,28.6,100,17,83,17,84,BD,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18,11.2,6.6,8.5,28,109,23,86,21.1,85,RBL,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,19.3,10.7,7.3,9.4,29.2,98.5,19,79.5,19.3,87,CT,1,NA
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2,Field1,NA,U,0,,Peru,,18,10.7,6.7,9,29.3,106,21,85,19.8,86,CT,1,NA
AVIBASE-C6F07B0B,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,1,NHMUK,1885.6.12.846,F,0,,Ecuador,,17.4,8,4,5.1,18.8,66,15.3,50.7,23.2,51,HM,1,NA
AVIBASE-C6F07B0B,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,1,NHMUK,1885.6.12.854,U,0,,Ecuador,,16.4,7.4,4,4.7,18.4,70,14.4,55.6,20.6,53,TB,1,NA
AVIBASE-C6F07B0B,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,1,NHMUK,1916.9.21.145,M,0,,Colombia,,16.5,7.7,4.3,5.1,19.2,76,14.9,61.1,19.6,63,HM,1,NA
AVIBASE-C6F07B0B,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,1,NHMUK,1940.12.5.287,F,0,,Ecuador,,18.6,7.6,4,5.1,18.3,66,13.9,52.1,21.1,50,HM,1,NA
AVIBASE-C6F07B0B,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis,1,NHMUK,1940.12.5.288,F,0,,Ecuador,,16.3,7.9,4,5.3,19.2,68,12.2,55.8,17.9,52,HM,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,1,NHMUK,1869.5.25.138,F,0,,Peru,,18.5,10,4.7,6,20.9,77,11.9,65.1,15.5,59,HM,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,1,NHMUK,1885.6.8.38,M,0,,Peru,,19.2,9.1,4.8,5.8,21.7,79,11.7,67.3,14.8,59,HM,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,1,NHMUK,1900.10.2.73,F,0,,Ecuador,,19.5,9.9,5.3,6.4,20.5,87,16.1,70.9,18.5,62,HM,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,1,NHMUK,1902.3.13.332,M,0,,Peru,,18.7,9.4,4.6,5.6,19.5,85,12.9,72.1,15.2,62,HM,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,2,Field1,NA,U,0,,Peru,,14.3,9.2,5,6.2,21.5,74,14,60,18.9,61,ML,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,2,Field1,NA,U,0,,Peru,,14.6,8.8,5.4,6,21.9,73,15.5,57.5,21.2,61.5,ML,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,2,Field1,NA,U,0,,Peru,,14.4,9,5.2,6.1,22.7,79.5,14,65.5,17.6,65,ML,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,2,Field1,NA,U,0,,Peru,,14.7,9.3,5.2,5.8,21.6,77,15.5,61.5,20.1,63.5,ML,1,NA
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis flavigularis/marginatus,Chlorospingus flavigularis,2,Field1,NA,U,0,,Peru,,15.2,9.4,4.9,6.6,21,78,11.9,66.1,15.3,60,MJ,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,35359,M,0,,Costa Rica,,NA,8.7,4.9,5.6,21.5,68,NA,NA,NA,66,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,35362,M,0,,Costa Rica,,NA,8.1,4.8,5.8,21.6,67,NA,NA,NA,69,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,35365,F,0,,Costa Rica,,NA,8.7,5,5.6,21.6,63,NA,NA,NA,63,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,35369,F,0,,Costa Rica,,NA,8.5,5.2,5.6,21.7,65,NA,NA,NA,65,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,35375,M,0,,Costa Rica,,NA,8.4,5.2,5.9,21.9,68,NA,NA,NA,70,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,49275,M,0,,Honduras,,NA,8.5,5.2,6,20.8,71,NA,NA,NA,64,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,49276,F,0,,Honduras,,NA,8.7,4.8,5.6,20.7,69,NA,NA,NA,65,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,72860,M,0,,Costa Rica,,NA,8.3,4.9,5.6,21.9,72,NA,NA,NA,77,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,109610,F,0,,El Salvador,,NA,7.8,4.8,5.3,20.2,67,NA,NA,NA,65,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,118694,M,0,,Honduras,,NA,7.8,4.8,5.3,19.8,68,NA,NA,NA,72,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,118695,U,0,,Honduras,,NA,7.8,4.5,5.4,20.5,70,NA,NA,NA,65,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,118696,M,0,,Honduras,,NA,8,4.6,5.3,20.5,68,NA,NA,NA,69,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,292383,M,0,,Colombia,,NA,7.4,4.7,6.3,21.6,71,NA,NA,NA,69,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,292385,M,0,,Colombia,,NA,8.3,5,5.6,22.3,73,NA,NA,NA,73,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,292386,M,0,,Colombia,,NA,7.9,4.5,6.1,23.4,70,NA,NA,NA,68,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,292387,M,0,,Colombia,,NA,8,4.9,5.7,23.3,72,NA,NA,NA,71,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,473831,M,0,,Peru,,NA,7.8,4.6,5.1,22.1,66,NA,NA,NA,69,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,FMNH,473836,M,0,,Peru,,NA,7.6,4.8,5.4,23.6,72,NA,NA,NA,75,BGF,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,NHMUK,1896.10.6.217,U,0,,Peru,,17.6,8.7,4.6,5.9,23.1,73,11.5,61.5,15.8,59,HM,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,NHMUK,1896.10.6.219,U,0,,Peru,,17.7,8.5,4.5,5.5,21.5,74,12.2,61.8,16.5,59,HM,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,NHMUK,1902.2.13.351,F,0,,Bolivia,,17.3,7.6,4.4,5.2,20.2,64,7.9,56.1,12.3,54,HM,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,NHMUK,1902.3.13.350,F,0,,Peru,,17.2,7.5,4.1,4.7,19.8,59,8.8,50.2,14.9,53,HM,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,2,Field1,NA,U,0,,Peru,,14,8.6,4.7,5.4,22.2,65,14,51,21.5,59,ML,1,NA
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,2,Field1,NA,U,0,,Peru,,14.5,8.5,4.7,5.3,22.8,71.5,11.5,60,16.1,66,ML,1,NA
AVIBASE-E5DB38E4,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,1,NHMUK,1885.6.8.39,U,0,,Bolivia,,20.2,9.5,4.6,5.2,21.6,73,10.7,62.3,14.7,56,HM,1,NA
AVIBASE-E5DB38E4,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,1,NHMUK,1902.3.13.333,F,0,,Bolivia,,17.1,9.2,4.7,5.5,21,72,10.9,61.1,15.1,55,HM,1,NA
AVIBASE-E5DB38E4,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,2,Field1,NA,U,0,,Peru,,14.5,8.8,5.2,5.7,22.9,71,15.5,55.5,21.8,57,ML,1,NA
AVIBASE-E5DB38E4,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,2,Field1,NA,U,0,,Peru,,13,8.3,5.6,5.8,22.2,66,13,53,19.7,49,ML,1,NA
AVIBASE-E5DB38E4,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris,2,Field1,NA,U,0,,Peru,,15.4,8.4,5.3,5.6,22.6,75,14.5,60.5,19.3,61.5,ML,1,NA
AVIBASE-1FACD210,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,1,NHMUK,1933.7.14.158,F,0,,South Africa,,18,11.1,5.6,4.7,19.6,103,37,66,35.9,71,MNC,1,NA
AVIBASE-1FACD210,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,1,NHMUK,1933.7.14.159,F,0,,South Africa,,18.5,11.1,5.8,4.6,15.9,102,39.2,62.8,38.4,73,MNC,1,NA
AVIBASE-1FACD210,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,1,NHMUK,89.6.25.66,M,0,,South Africa,,16.4,10.3,6,4.7,13.1,97,35.4,61.6,36.5,71,MNC,1,NA
AVIBASE-1FACD210,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,1,NHMUK,89.6.25.67,M,0,,South Africa,,17.2,11.3,5.7,4.4,15.2,98,34.7,63.3,35.4,69,MNC,1,NA
AVIBASE-1FACD210,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas,2,Field1,NA,F,1,,Zambia,,NA,10.4,6.4,4.8,18.6,106,NA,NA,NA,78,MCZ,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,1969.27.242,F,0,,Philippines,,34.1,27.8,9.5,10.2,25.9,134,24.8,109.2,18.5,71,MNC,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,88.11.1.1010,F,0,,India,,48.6,36,11,11.5,30,174,35.4,138.6,20.3,104,ECJ,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,95.7.14.3103,F,0,,India,,51.8,38.6,11.5,12,32.7,171,34.3,136.7,20.1,103,ECJ,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,98.3.10.2400,M,0,,India,,57,42.6,11.7,12.2,32.1,169,30,139,17.8,115,ECJ,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,98.3.10.2404,M,0,,India,,51.7,39.1,12,12.4,31.8,170,35.4,134.6,20.8,102,ECJ,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,98.3.10.2441,M,0,,Philippines,,40.6,31.2,9.6,9.9,27.2,137,27.7,109.3,20.2,80,MNC,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,98.3.10.2443,M,0,,Philippines,,40.4,32.2,9.6,9.9,29.6,134,27.2,106.8,20.3,78,MNC,1,NA
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus,1,NHMUK,98.3.10.2444,F,0,,Philippines,,36.7,28.3,9,8.9,25.8,135,28.3,106.7,21,74,MNC,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,MPEG,20692,M,0,,Brazil,,21.1,12.3,1.8,1.6,NA,52,33.7,18.3,64.8,29,BDK,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,MPEG,20693,M,0,,Brazil,,19,13.3,1.8,1.5,3.9,56,38.1,17.9,68,34,BDK,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,MPEG,20698,F,0,,Brazil,,23.3,16.3,1.8,1.5,NA,55,35.7,19.3,64.9,NA,BDK,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,MPEG,35234,F,0,,Brazil,,21.9,14.4,1.9,1.7,3.7,50,32.3,17.7,64.6,29,BDK,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,NHMUK,1887.3.22.1534,F,0,,Brazil,,23.5,14.8,1.9,1.6,3.3,51,35.5,15.5,69.6,30,TB,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,NHMUK,1903.12.30.123,M,0,,Brazil,,22.5,13,1.5,1.6,5,59,40.8,18.2,69.2,32,TB,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,NHMUK,1904.7.8.144,M,0,,Brazil,,21.8,12,1.4,1.7,3.1,55,41.7,13.3,75.8,33,TB,1,NA
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus,1,NHMUK,291.~,F,0,,Brazil,,21.3,11.2,2,1.5,5,50,36,14,72,28,TB,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1916.9.20.589,F,0,,Sri Lanka,,14.5,9.6,4.5,5.3,27.1,73,8.6,64.4,11.8,73,PW,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1927.6.5.960,M,0,,Vietnam,,13.6,7.9,3.3,5.3,24.4,65,6.6,58.4,10.2,87,CV,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1928.6.26.1433,F,0,,Laos,,13.2,8.7,3.7,5.4,24.2,62,8.1,53.9,13.1,85,CV,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1935.10.23.477,M,0,,Vietnam,,13.5,8.1,3.3,5.1,23.1,64,6.9,57.1,10.8,94,CV,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1937.12.21.569,F,0,,India,,13.8,9,3.8,4.9,25.9,62,5.7,56.3,9.2,80,PW,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1937.12.21.570,F,0,,India,,13.4,8.8,3.9,4.9,26.2,64,5.1,58.9,8,82,PW,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1947.46.50,F,0,,Sri Lanka,,15.2,9.1,4.3,6.4,27.1,65,4.8,60.2,7.4,68,PW,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1949.Whi.1.14003,F,0,,India,,13.3,8.7,3.4,4.8,24.8,64,6.9,57.1,10.8,87,PW,1,NA
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense,1,NHMUK,1949.Whi.1.14006,F,0,,India,,12,7.2,3.5,5.2,26.3,62,4.6,57.4,7.4,84,PW,1,NA
